nn;word;transcription;translate
3081;sulfur (sulphur);[?s?lf?];сера
;sulfuric;[s?l?fj??r?k];серный
3082;surf;[s??f];прибой
3083;impending;[?m?p?nd??];предстоящий, грозящий
3084;playground;[?ple?gra?nd];детская площадка
3085;rig;[r?g];установка, сооружение
3086;hunk;[h??k];ломоть, лакомый кусок
;hunky;[h?nk?];целый, годный
3087;laptop;[?l?p?t?p];портативный компьютер
3088;heave;[hi?v];вздыматься
3089;itch;[??];зуд, чесаться
;itchy;[???i];зудящий
3090;sober;[?s??b?];трезвый
3091;tramp;[tr?mp];бродяга
3092;shake;[?e?k];пожать (руки)
;handshake;[?h?nd?e?k];рукопожатие
3093;pass off as;[p??s?f?z];сойти, прокатить за
3094;brisk;[br?sk];энергичный, оживлённый
3095;crossroads;[?kr?s?r??dz];перекрёсток, перепутье
3096;flea;[fli?];блоха
3097;agile;[???a?l];проворный, гибкий
;agility;[????l?ti];проворство
3098;bring around;[br????ra?nd];убедить
;talk around;[t??k??ra?nd];убедить
3099;laundry;[?l??ndri];прачечная
;launder;[?l??nd?];стирать, отмывать
3100;state;[ste?t];заявить, отметить
;statement;[?ste?tm?nt];заявление
3101;make sure;[me?k???];убедиться
3102;pending;[?p?nd??];в ожидании, на рассмотрении
3103;alternate;[??l?t??n?t];чередовать, чередующийся
;alternation;[???lt??ne??(?)n];чередование
3104;alongside;[??l???sa?d];рядом
3105;sweetheart;[?swi?th??t];возлюбленный (ая), милый
3106;face up to;[fe?s?ptu?];принять (обстоятельства)
3107;owl;[a?l];сова
3108;embody;[?m?b?di];олицетворять
;embodiment;[?m?b?d?m?nt];воплощение
3109;riddle;[?r?dl];загадка
3110;predominant;[pr??d?m?n?nt];преобладающий
;predominance;[pr??d?m?n?ns];преобладание
3111;hustle;[?h?sl];толкаться, торопиться
3112;hound;[ha?nd];охотничья собака, об. гончая
3113;superficial;[?sju?p??f???l];поверхностный
3114;socket;[?s?k?t];разъем, розетка
3115;chapel;[???p?l];часовня
;chaplain;[???pl?n];капеллан
3116;whistle;[?w?sl];свист, свистеть, свисток
3117;union;[?ju?nj?n];союз
3118;menace;[?m?n?s];угроза, угрожать
3119;illuminate;[??lju?m?ne?t];освещать
;illumination;[??lju?m??ne???n];освещение
3120;helm;[h?lm];руль, штурвал
3121;humiliate;[hju(?)?m?l?e?t];унижать
;humility;[hju(?)?m?l?ti];смирение
3122;comprise;[k?m?pra?z];состоять из, охватывать
3123;whisk;[w?sk];сделать быстрое движение
3124;pack;[p?k];упаковывать, собирать
;unpack;[?n?p?k];распаковывать
;pack up;[p?k ?p];упаковаться, собраться
3125;Easter;[?i?st?];Пасха
3126;lateral;[?l?t?r?l];боковой
;multilateral;[?m?lt??l?t?r?l];многосторонний
;bilateral;[ba??l?t?r?l];двусторонний
3127;glitter;[?gl?t?];блеск, блестеть, сверкать
3128;chant;[???nt];петь, скандировать, песнопение
3129;reel;[ri?l];катушка, наматывать
3130;tease;[ti?z];дразнить
3131;settle on;[?s?tl?n];определиться, договориться
3132;mileage;[?ma?l??];пробег
3133;credential;[kr??d?n??l];удостоверение, аккредитация
3134;share;[?e?];разделять (напр. мнение)
3135;sideways;[?sa?dwe?z];вбок
3136;fable;[?fe?bl];басня
3137;knack;[n?k];умение, сноровка
3138;hawk;[h??k];ястреб
3139;recede;[ri(?)?si?d];убывать
3140;scour;[?ska??];обыскать, прочесать
3141;earnest;[???n?st];серьёзный, ревностный
;in earnest;[?n???n?st];всерьез
3142;transparent;[tr?ns?pe?r?nt];прозрачный
;transparency;[tr?ns?pe?r?nsi];прозрачность
3143;heir;[e?];наследник
;heiress;[?e?r?s];наследница
3144;intern;[??nt??n];стажёр
;internship;[??nt??n??p];стажировка
3145;rake;[re?k];грабли
;rake in;[re?k?n];загребать
3146;empire;[??mpa??];империя
3147;flurry;[?fl?ri];поток, шквал
3148;broom;[br?m];метла, веник
3149;scramble;[?skr?mbl];карабкаться, продираться
3150;altitude;[??lt?tju?d];высота
3151;numeric (numerical);[nju];числовой, цифровой
3152;bring along;[br????l??];взять с собой
3153;chew;[?u?];жевать
3154;tar;[t??];смола
3155;homicide;[?h?m?sa?d];убийство
;homicidal;[?h?m??sa?dl];смертоносный
3156;mentor;[?m?nt??];наставник
3157;turn off;[t??n?f];свернуть (с дороги)
3158;mammal;[?m?m?l];млекопитающее
3159;sting (stung, stung);[st??];жалить, жало
3160;vocabulary;[v???k?bj?l?ri];словарный запас
3161;beast;[bi?st];зверь, животное, скот
;beastly;[?bi?stli];зверский
3162;foil;[f??l];фольга
3163;jump at;[??mp?t];ухватиться (за возможность)
3164;cardboard;[?k??db??d];картон
3165;ivory;[?a?v?ri];слоновая кость
3166;lever;[?li?v?];рычаг, ручка
;leverage;[?li?v?r??];действие рычага
3167;tuition;[tju(?)????n];обучение, плата за обучение
3168;syringe;[?s?r?n?];шприц
3169;whore;[h??];шлюха
3170;someday;[?s?m?de?];когда-нибудь
3171;rehearse;[r??h??s];репетировать
;rehearsal;[r??h??s?l];репетиция
3172;terrify;[?t?r?fa?];устрашать
;terrific;[t??r?f?k];ужасающий, потрясающий
3173;clash;[kl??];столкновение
3174;tack;[t?k];канцелярская кнопка, гвоздик
3175;maritime;[?m?r?ta?m];морской
3176;dwindle;[?dw?ndl];постепенно уменьшаться
3177;nasty;[?n??sti];противный
3178;poultry;[?p??ltri];домашняя птица
3179;deduct;[d??d?kt];вычитать (об. про деньги)
;deduction;[d??d?k??n];вычет
3180;tend;[t?nd];ухаживать
3181;put away;[p?t ??we?];посадить в тюрьму
3182;preclude;[pr??klu?d];исключить, помешать
3183;coward;[?ka??d];трус
;cowardice;[?ka??d?s];трусость
3184;tow;[t??];буксир или эвакуатор, буксировать
3185;perpetual;[p??p????l];вечный, постоянный
3186;resolve;[r??z?lv];разрешить (ситуацию)
;unresolved;[??nr??z?lvd];неразрешенный
3187;bait;[be?t];приманка
;spoon-bait;[?spu?nbe?t];блесна
3188;calm down;[k??mda?n];успокоиться
;quiet down;[?kwa??tda?n];успокоиться
;settle down;[?s?tlda?n];успокоится
3189;bark;[b??k];кора
3190;clump;[kl?mp];комок, кучка, клок
3191;knock together;[n?kt??g???];слепить, соорудить
3192;aggravate;[??gr?ve?t];обострять
;aggravation;[??gr??ve??(?)n];усугубление
3193;splinter;[?spl?nt?];щепка, осколок, заноза
3194;fuss;[f?s];суетиться
;fussy;[?f?si];суетливый
3195;sway;[swe?];раскачивать
3196;sloppy;[?sl?pi];небрежный, неряшливый
3197;cinnamon;[?s?n?m?n];корица
3198;uphold;[?p?h??ld];соблюдать, поддерживать
3199;scarce;[ske?s];редкий, скудный
;scarcely;[?ske?sli];едва
;scarcity;[?ske?s?ti];дефицит
3200;abundant;[??b?nd?nt];обильный
;abundance;[??b?nd?ns];изобилие
3201;subdue;[s?b?dju?];подавить, укротить
3202;fur;[f??];мех
;furry;[?f??ri];пушистый
3203;freshen up;[?fr??n?p];освежить(ся)
3204;peculiar;[p??kju?li?];своеобразный, особый
;peculiarity;[p??kju?l???r?ti];особенность
3205;duke;[dju?k];герцог
;duchess;[?d???s];герцогиня
;dukedom;[?dju?kd?m];герцогство
3206;saliva;[s??la?v?];слюна
3207;refrigerator;[r??fr???re?t?];холодильник
;fridge;[fr??];холодильник
3208;straightforward;[stre?t?f??w?d];простой, прямой, откровенный
3209;clay;[kle?];глина
3210;stocking;[?st?k??];чулок
3211;go together;[g??t??g???];сочетаться
3212;loft;[l?ft];чердак, верхний нежилой этаж
;lofty;[?l?fti];возвышенный
3213;liven up;[?la?vn?p];оживить, взбодрить
3214;siege;[si??];осада
;besieged;[b??si??d];осажденный
3215;bud;[b?d];бутон или почка растения
3216;rectangle;[?r?k?t??gl];прямоугольник
;rectangular;[r?k?t??gj?l?];прямоугольный
3217;fabulous;[?f?bj?l?s];невероятный, легендарный
3218;kite;[ka?t];коршун или воздушный змей
3219;fetch;[f??];сходить принести
3220;tray;[tre?];лоток, поднос, поддон
3221;quiz;[kw?z];викторина, тест, опрос
3222;donkey;[?d??ki];осел
3223;mansion;[?m?n??n];особняк, здание
3224;plural;[?pl??r?l];множественное число
;plurality;[pl???r?l?ti];множественность
3225;sovereign;[?s?vr?n];суверенный
;sovereignty;[?s?vr?nti];суверенитет
3226;seam;[si?m];шов
;seamless;[?si?ml?s];бесшовный
3227;recipient;[r??s?p??nt];получатель
3228;hustle;[?h?sl];нечестно добыть (амер.)
3229;canopy;[?k?n?pi];навес, тент, полог
3230;barn;[b??n];сарай
3231;recess;[r??s?s];перерыв
3232;rod;[r?d];стержень, прут
;fishing rod;[?f????r?d];удочка
3233;bale;[be?l];тюк
3234;sew;[s??];шить
;sew up;[s???p];зашить
;sew on;[s???n];пришить
3235;speak up;[spi?k?p];говорить громче
3236;commute;[k??mju?t];ходить, курсировать
;commuter;[k??mju?t?];пассажир
3237;purse;[p??s];кошелек, сумочка
3238;relay;[ri??le?];передавать, ретранслировать
3239;sum up;[s?m?p];подытожить
3240;censorship;[?s?ns???p];цензура
;censor;[?s?ns?];цензор
3241;potent;[?p??t?nt];мощный, могущественный
;impotent;[??mp?t?nt];бессильный
3242;dash;[d??];тире, чёрточка
;dashed;[d??t];пунктирная
3243;timetable;[?ta?m?te?b(?)l];расписание
3244;snarl;[sn??l];рычать, огрызаться
3245;graze;[gre?z];пасти(сь)
3246;chimney;[???mni];дымовая труба
3247;manure;[m??nj??];навоз
3248;ledge;[l??];уступ
3249;squat;[skw?t];приседать, приземистый
3250;stalk;[st??k];красться, преследовать
;stalker;[?st??k?];преследователь
3251;ditch;[d??];ров
3252;prophet;[?pr?f?t];пророк
;prophetic;[pr??f?t?k];пророческий
;prophecy;[?pr?f?si];пророчество
3253;cellular;[?s?lj?l?];сотовый
;cell phone;[s?lf??n];мобильник
3254;dawn on;[d??n?n];осенить
3255;inflame;[?n?fle?m];разжигать (в осн. перен.)
;inflammation;[??nfl??me???n];воспаление, воспламенение
3256;dude;[dju?d];чувак
3257;get used to;[g?tju?zdtu?];привыкнуть
;be used to;[bi?ju?zdtu?];быть привычным к
3258;thereafter;[?e?r???ft?];впоследствии
3259;stick out;[st?ka?t];торчать, выделяться
3260;oak;[??k];дуб
3261;flight;[fla?t];бегство
3262;memoirs;[?m?mw??z];мемуары
3263;porter;[?p??t?];носильщик или порьте
3264;smack;[sm?k];шлёпнуть, хлопнуть
3265;dismantle;[d?s?m?ntl];разобрать, демонтировать
3266;frontier;[?fr?nt??];граница
3267;collide;[k??la?d];сталкиваться
;collision;[k??l???n];столкновение
3268;dent;[d?nt];вмятина
;indentation;[??nd?n?te???n];углубление
